"","TF","D","W"
"34","JUND","O",0.086452607280856
"130","JUN","O",0.0828643378861643
"10","JUND","O",0.0809912321984154
"408","JUN","O",0.0807225008187783
"370","JUN","O",0.0772801223544976
"72","JUN","O",0.0762574525769173
"644","JUN","O",0.0731854215147043
"1222","JUN","O",0.0728774715462142
"306","JUND","O",0.0723409906020476
"230","JUND","O",0.0721307201872865
"50","JUND","O",0.0708958858402617
"24","MEF2C","O",0.0676041827781483
"226","JUND","O",0.0663930550331177
"38","JUND","O",0.0656174197860112
"600","JUND","O",0.0655240797701522
"46","MEF2A","O",0.0655112105089384
"1176","JUND","O",0.0654230605950192
"69","STAT1","I",0.0650801931303385
"144","JUND","O",0.0642468403785906
"974","JUND","O",0.0641040229574399
"172","MEF2A","O",0.0626979647800643
"124","JUND","O",0.0599761256181886
"606","EGR1","O",0.0588564654621179
"522","EGR1","O",0.0575560670424391
"202","EGR1","O",0.0562210853441973
"1174","EGR1","O",0.0561124515433981
"988","EGR1","O",0.0560823310932456
"136","EGR1","O",0.0542676876830719
"354","ZBTB7A","O",0.0497568939174324
"47","CEBPB","I",0.0492085222354604
"622","ZBTB7A","O",0.0487342982262208
"580","IKZF1","O",0.0478499313154324
"410","POU2F2","O",0.0464000505287569
"692","POU2F2","O",0.0458051852035436
"148","ZBTB7A","O",0.0451799154805782
"150","FOS","O",0.044980168957053
"111","CEBPB","I",0.0437461080361048
"610","FOS","O",0.0430380251776933
"167","STAT1","I",0.0426440439319675
"270","FOS","O",0.042513439090346
"117","CEBPB","I",0.0423336438325287
"1216","FOS","O",0.0420670199915276
"804","FOS","O",0.0416148530222268
"407","JUN","I",0.041546373518999
"33","JUND","I",0.0411082795947473
"889","MAFF","I",0.0402781645257541
"369","JUN","I",0.0401267513932179
"71","JUN","I",0.040076108445166
"129","JUN","I",0.0399824962881766
"20","NR3C1","O",0.0394659474771673
"394","ZMIZ1","O",0.0393515180508034
"681","MAFF","I",0.0390454062310319
"365","CEBPB","I",0.038546029449709
"207","CEBPB","I",0.0380544883581235
"1123","CEBPB","I",0.0380415087829911
"829","STAT1","I",0.0378538830339228
"587","CEBPB","I",0.0378289668680364
"1221","JUN","I",0.0378181891284572
"3","SUZ12","I",0.0377382935618962
"643","JUN","I",0.0376649656383037
"684","SPI1","O",0.0375861379226715
"227","CEBPB","I",0.0375468160400078
"206","SPI1","O",0.0375365802990217
"890","MAFF","O",0.037262516985942
"735","CEBPB","I",0.0369325073066452
"1116","ZMIZ1","O",0.0367081155255801
"682","MAFF","O",0.0365925263586651
"352","NR3C1","O",0.0364815929195146
"1071","CBX3","I",0.0362072971510924
"286","SPI1","O",0.0354949721244493
"1203","CEBPB","I",0.0352062416594026
"1121","CEBPB","I",0.0347047955025966
"70","STAT1","O",0.0346126821689444
"420","SPI1","O",0.0345036432070079
"623","CEBPB","I",0.0340131353412438
"826","ZMIZ1","O",0.0340046809810923
"25","GABPA","I",0.0331117448296266
"344","ATF3","O",0.0326931738995673
"149","FOS","I",0.0324621303088213
"609","FOS","I",0.0323646644460897
"176","ATF3","O",0.0321909219558043
"976","ATF3","O",0.0320133361503883
"372","ATF3","O",0.0318084487838191
"37","JUND","I",0.0316232969555431
"774","NCOR1","O",0.0315985424317636
"269","FOS","I",0.0315283127217054
"803","FOS","I",0.0314280223506993
"305","JUND","I",0.0307219882064287
"4","SUZ12","O",0.03069076101535
"1215","FOS","I",0.0306637091906174
"229","JUND","I",0.030589252332882
"388","ATF3","O",0.0302823922116033
"1072","CBX3","O",0.0299441188767616
"9","JUND","I",0.0298995401976991
"736","CEBPB","O",0.0298338126662107
"52","NR3C1","O",0.0294565880004875
"48","CEBPB","O",0.0294539594019005
"599","JUND","I",0.0292708819820981
"1175","JUND","I",0.0292404562595994
"366","CEBPB","O",0.0292025939592207
"225","JUND","I",0.0290394160730877
"49","JUND","I",0.0290335078770098
"143","JUND","I",0.0290151116857555
"123","JUND","I",0.0289218405573835
"512","NFATC1","O",0.0288854741336369
"605","EGR1","I",0.028858443466489
"166","CEBPZ","O",0.0286361904659105
"1229","IRF1","I",0.02849427368507
"411","SAP30","I",0.0284692300627649
"171","MEF2A","I",0.0281764692973838
"588","CEBPB","O",0.0280644924456237
"118","CEBPB","O",0.0280533079974197
"112","CEBPB","O",0.0279252802800017
"973","JUND","I",0.0279244313287983
"1204","CEBPB","O",0.0279216944306876
"521","EGR1","I",0.0278980134078695
"1130","FLI1","O",0.0278007645837933
"58","ZZZ3","O",0.0276037120928119
"624","CEBPB","O",0.0274233485333189
"35","ZZZ3","I",0.0274210190481182
"544","HMGN3","O",0.0274109473478723
"1124","CEBPB","O",0.0271843262630491
"948","CHD7","O",0.0271732270610202
"457","SAP30","I",0.0271559985901456
"208","CEBPB","O",0.0269283994457386
"1122","CEBPB","O",0.0269116027851416
"23","MEF2C","I",0.0268492727080906
"168","STAT1","O",0.026724826381476
"228","CEBPB","O",0.0266692783258759
"592","CCNT2","O",0.0263976850862056
"987","EGR1","I",0.0263270895771633
"576","CHD7","O",0.0262780761590672
"830","STAT1","O",0.0262744775387257
"543","HMGN3","I",0.026268501533369
"36","ZZZ3","O",0.0258152666286582
"1173","EGR1","I",0.0257957898449011
"854","ETS1","O",0.0257538380532943
"201","EGR1","I",0.0257248404373773
"45","MEF2A","I",0.0257043942577292
"1028","ETS1","O",0.0254135555513721
"194","SUZ12","O",0.0251807242569716
"563","SUZ12","I",0.025136788673628
"26","GABPA","O",0.0249376228855478
"27","CBX3","I",0.0248518271974495
"57","ZZZ3","I",0.0248015659752068
"579","IKZF1","I",0.0245680614705714
"975","ATF3","I",0.0245160926723712
"193","SUZ12","I",0.0244436846662558
"564","SUZ12","O",0.0244113919168716
"88","NFIC","O",0.0244054617387151
"371","ATF3","I",0.0242488874083751
"105","RELA","I",0.0241180285383073
"1169","GABPA","I",0.0239618459023251
"1109","GABPA","I",0.0238676735672956
"73","TCF7L2","I",0.0238129146645309
"12","EP300","O",0.0237802534629319
"135","EGR1","I",0.0237699878704769
"903","GABPA","I",0.0237633273916033
"1141","GABPA","I",0.023658664047406
"347","GABPA","I",0.0235683642751373
"925","GABPA","I",0.0235078226802143
"810","RELA","O",0.0234161684109486
"28","CBX3","O",0.0233957835399521
"444","HDAC1","O",0.0233195282590626
"1131","GABPA","I",0.0232279373413083
"40","ETS1","O",0.0230517151273602
"160","RELA","O",0.0230467143184197
"343","ATF3","I",0.0229915455176652
"290","RELA","O",0.0229894142878817
"1135","GABPA","I",0.0229524673026741
"728","CHD2","O",0.0228789194333249
"387","ATF3","I",0.0228547094973379
"462","ETS1","O",0.0228042545270417
"750","CHD2","O",0.0227557659533929
"292","ELF1","O",0.0227144274687164
"414","ETS1","O",0.0226638989658412
"992","RELA","O",0.0225818372103632
"526","RNF2","O",0.0225475497228045
"936","ELF1","O",0.0223896686714223
"175","ATF3","I",0.0223815408563404
"651","EP300","I",0.0223684214556715
"353","ZBTB7A","I",0.0223300297299997
"952","RELA","O",0.0223084133775124
"968","RELA","O",0.022248070347426
"989","GABPA","I",0.0222057804323031
"1020","RELA","O",0.0220621467707021
"828","CHD2","O",0.0220520910677999
"92","NFIC","O",0.0220191308901961
"147","ZBTB7A","I",0.0220130325633443
"232","ELF1","O",0.0219846285105967
"621","ZBTB7A","I",0.0219207318837467
"550","CHD2","O",0.0218706716682865
"1142","GABPA","O",0.0218492515451938
"982","RELA","O",0.0218121305178602
"1136","GABPA","O",0.0218098516625743
"966","RELA","O",0.0217839809161717
"778","ELF1","O",0.0217750846495117
"1074","CHD2","O",0.0217450330814071
"691","POU2F2","I",0.0217449308164242
"722","MAX","O",0.0216654696260635
"716","CHD2","O",0.0216538635889006
"339","GABPA","I",0.0216369055658194
"904","GABPA","O",0.0215651942892995
"776","TRIM28","O",0.0215627768397386
"1110","GABPA","O",0.0215601711465287
"1170","GABPA","O",0.0215452489283135
"648","TRIM28","O",0.0214877564111102
"298","MAX","O",0.0214118727450695
"331","PRDM1","I",0.0213634666478497
"998","ELF1","O",0.0212998505457686
"926","GABPA","O",0.021295613054821
"1132","GABPA","O",0.0212505328121896
"1210","MAX","O",0.0212317279358365
"1000","MAX","O",0.0212267098746651
"1206","MAX","O",0.0211973600364409
"252","ELF1","O",0.0211608500874467
"1044","MAX","O",0.0211448475963033
"238","GTF3C2","O",0.0211251007653009
"1042","MAX","O",0.021007864962765
"698","CHD2","O",0.0209826112040979
"326","MAX","O",0.0209662151464938
"348","GABPA","O",0.0208715516039245
"990","GABPA","O",0.0208682378036911
"278","NFIC","O",0.0208556563624151
"632","ELF1","O",0.0208384264703411
"902","MAX","O",0.0208002839478147
"412","SAP30","O",0.0207703611617274
"853","ETS1","I",0.0207435809257825
"303","ZKSCAN1","I",0.0207429748089301
"1180","MAX","O",0.0207216837459193
"134","TAF7","O",0.0207025768144121
"641","WRNIP1","I",0.0206907746623731
"61","HSF1","I",0.0205837685106529
"409","POU2F2","I",0.0205725776862551
"1168","MAX","O",0.0205693324888051
"593","EP300","I",0.0205545907255724
"678","MAX","O",0.0205309497137858
"128","GTF3C2","O",0.0205161342150569
"274","MAX","O",0.0204257930077162
"430","NFIC","O",0.0204177673211065
"106","RELA","O",0.020406822204289
"443","HDAC1","I",0.0201971090080893
"1088","MAX","O",0.0201924988527365
"1148","MAX","O",0.0201564515460228
"652","EP300","O",0.020151537744462
"214","EP300","O",0.0201483673732977
"265","EP300","I",0.0199812069846422
"642","WRNIP1","O",0.0199454261099922
"686","TRIM28","O",0.0199408128647978
"458","SAP30","O",0.0199041309875195
"1230","IRF1","O",0.019883198671992
"55","ZKSCAN1","I",0.0197950627652452
"878","EP300","O",0.0197902244909065
"685","TRIM28","I",0.0197325646472651
"115","MAFK","I",0.0197255888072266
"1076","CHD1","O",0.0197245797947076
"81","TCF12","I",0.0197114660852139
"978","USF1","O",0.0197095475142394
"39","ETS1","I",0.019704199884569
"393","ZMIZ1","I",0.0196856058743518
"757","NFYB","I",0.0196745989494111
"390","MAX","O",0.0196664266107726
"340","GABPA","O",0.0196636248538207
"798","CHD1","O",0.0196247404937912
"1154","CHD1","O",0.0196075160183721
"1172","EP300","O",0.0195792719235589
"142","CHD1","O",0.0195674606087965
"266","EP300","O",0.0195270158338502
"470","TAF7","O",0.0194589413075892
"1234","EP300","O",0.0193774253043593
"723","MAFK","I",0.0193741242612727
"1098","EP300","O",0.0193707687296895
"559","NFYB","I",0.0193124807285383
"594","EP300","O",0.0192872946220553
"525","RNF2","I",0.0192814239288779
"1178","YY1","O",0.0192693548903606
"780","YY1","O",0.0192669112367398
"1062","USF1","O",0.0192204509185601
"100","EP300","O",0.0192073261901725
"838","CHD1","O",0.0191864173760556
"356","CHD1","O",0.0191815864747389
"775","TRIM28","I",0.0191592102472621
"346","USF1","O",0.0190835603269323
"1086","USF1","O",0.0190481797138253
"1228","EP300","O",0.0190160016262108
"448","YY1","O",0.0189478260606074
"324","YY1","O",0.0188736698979263
"668","YY1","O",0.0188319075976549
"647","TRIM28","I",0.0187445475455919
"783","TAF1","I",0.0187296065553247
"1048","EP300","O",0.0186691915959184
"335","CREBBP","I",0.0185746797964504
"237","GTF3C2","I",0.018564988255866
"296","YY1","O",0.0185313658023686
"204","YY1","O",0.0185272807096371
"256","YY1","O",0.0185243039575568
"1102","EP300","O",0.0184614383834426
"404","BACH1","O",0.0183828018206465
"1077","TAF1","I",0.018321417427333
"1158","YY1","O",0.0182853342083324
"333","TAF1","I",0.0182827178139808
"200","YY1","O",0.0182370549361447
"1150","USF1","O",0.0182346346078376
"591","CCNT2","I",0.0182242506758121
"74","TCF7L2","O",0.0182172044855244
"382","USF1","O",0.018207378565645
"368","EP300","O",0.0182030078579344
"683","SPI1","I",0.0181796849668943
"1027","ETS1","I",0.0181749132061809
"961","HDAC2","I",0.0181426276406664
"1090","USF1","O",0.0181425560377461
"1050","YY1","O",0.018104761526727
"746","TCF3","O",0.0180695339233935
"137","REST","I",0.018028438935668
"701","TAF1","I",0.0180168429109777
"880","NFYA","O",0.018015228045046
"19","NR3C1","I",0.0180063466219315
"1015","PBX3","I",0.0179934751131938
"743","NFYB","I",0.017946692045054
"342","EP300","O",0.0179389619664412
"527","MAFK","I",0.0179371855798355
"741","TAF1","I",0.0179139995158392
"674","NFYA","O",0.0178680526290515
"745","TCF3","I",0.0177978052937631
"511","NFATC1","I",0.0177956861978809
"205","SPI1","I",0.0177815266450872
"1160","USF1","O",0.0177630580674726
"884","TCF7L2","O",0.0177334302929031
"243","PBX3","I",0.0176774359244511
"1140","TCF7L2","O",0.0176531860697135
"764","NFYA","O",0.0176097412651531
"911","HDAC2","I",0.0175944811607794
"322","CTCF","O",0.0175847462424133
"424","CTBP2","O",0.0175701713038798
"285","SPI1","I",0.0175648447861549
"794","USF1","O",0.0175639783768604
"762","CTCF","O",0.0175397053946564
"481","TAF1","I",0.0175143126300459
"763","NFYA","I",0.0175003739950671
"950","GTF2B","O",0.0174733640080803
"436","TCF7L2","O",0.0174547175672926
"534","TCF7L2","O",0.0174318089098214
"1181","SETDB1","I",0.017391934052801
"1066","USF1","O",0.0173627558784294
"127","GTF3C2","I",0.0173485378654759
"182","CTCF","O",0.0173251946173032
"524","CTCF","O",0.0173159557544119
"770","BACH1","O",0.0173060282889777
"275","MAFK","I",0.0173058286374391
"247","SREBF1","I",0.0173032819836711
"158","ZEB1","O",0.0172204889119107
"673","NFYA","I",0.0172057919171126
"917","ZKSCAN1","I",0.0171998903956208
"62","HSF1","O",0.0171921536395536
"834","CTCF","O",0.0171648076701524
"170","HDAC2","O",0.0171524912076382
"337","TAF1","I",0.0171515684470327
"552","KDM5A","O",0.017148321179336
"11","EP300","I",0.0170751377805699
"1190","CTCF","O",0.0170678428224734
"1041","MAX","I",0.0170551753295277
"694","CTCF","O",0.0170520905017667
"213","EP300","I",0.0170305216844641
"937","KAT2B","I",0.0170098882555555
"351","NR3C1","I",0.0170020713983113
"122","CTCF","O",0.0169822473150494
"427","TAF1","I",0.0169696454416603
"452","CTCF","O",0.0169611734652202
"546","STAT3","O",0.0168748748699339
"350","TCF3","O",0.0168720241124793
"22","ZEB1","O",0.016844025519793
"248","SREBF1","O",0.0168426990583964
"1115","ZMIZ1","I",0.0168387798318153
"44","HDAC2","O",0.0168320267165414
"283","TAF1","I",0.016830716698455
"492","CTCF","O",0.0168244264771336
"191","PML","I",0.016808248352518
"401","KDM5B","I",0.0168026230484267
"845","PBX3","I",0.0167943062934975
"879","NFYA","I",0.0167908668816432
"476","CTCF","O",0.0167639653226729
"516","CTCF","O",0.0167497933652791
"596","CTCF","O",0.0167497712077661
"628","CTCF","O",0.0167443312297953
"157","ZEB1","I",0.0166897783458867
"825","ZMIZ1","I",0.0166820428304117
"250","CTCF","O",0.016678838500079
"637","KDM1A","I",0.0166749347942936
"1232","CTCF","O",0.0166734744094994
"598","CTCF","O",0.0166667418874532
"532","CTCF","O",0.0165902197199087
"107","TAF1","I",0.0165717847964783
"916","TCF7L2","O",0.0165679812451469
"435","TCF7L2","I",0.0165404502101729
"468","CTCF","O",0.0164873693400045
"267","TAF1","I",0.0164681518189727
"1171","EP300","I",0.0164672936418305
"177","TCF12","I",0.0164670571339941
"677","MAX","I",0.0164525359808413
"374","CTCF","O",0.0164504580356021
"765","CUX1","I",0.0164458434566509
"281","TAF1","I",0.0164301598266668
"478","CTCF","O",0.0164149807564964
"614","CTCF","O",0.0164116518114766
"541","MAFK","I",0.0163875869967848
"508","CTCF","O",0.0163763485158279
"714","CTCF","O",0.0163659572469045
"400","CTCF","O",0.0163325481437516
"506","CTCF","O",0.0163291506124859
"15","RXRA","I",0.0163125675182828
"300","CTCF","O",0.0163030080118151
"141","CHD1","I",0.0163029842297148
"442","CTCF","O",0.0162907844373974
"849","ARID3A","I",0.0162820217627737
"912","HDAC2","O",0.0162635193355839
"301","SP1","I",0.0162437004297895
"488","CTCF","O",0.0162341563271964
"463","TAF1","I",0.0162324673218786
"721","MAX","I",0.0162296269593509
"1126","CTCF","O",0.0162281037813182
"562","CTCF","O",0.0162227956406503
"133","TAF7","I",0.0162200663941028
"1224","CTCF","O",0.0161905006232511
"432","CTCF","O",0.0161858931502888
"654","CTCF","O",0.0161788493347415
"220","CTCF","O",0.0161731670967878
"264","CTCF","O",0.0161569009063832
"1212","CTCF","O",0.0161483153684759
"1014","CTCF","O",0.0161433376198338
"602","CTCF","O",0.0161338952780848
"1208","STAT3","O",0.0161256488547766
"510","SETDB1","O",0.0161115014600092
"1218","CTCF","O",0.0161082225108354
"1146","CTCF","O",0.0161039856669899
"314","CTCF","O",0.0161005071978692
"958","CTCF","O",0.0160795648378066
"1010","CTCF","O",0.0160710104366457
"1","TCF12","I",0.0160679020564544
"656","CTCF","O",0.0160639971572537
"760","CTCF","O",0.0160600974597451
"272","CTCF","O",0.0160520806948041
"570","CTCF","O",0.016047942548973
"820","STAT3","O",0.0160409631822422
"152","CREB1","O",0.0160407568111434
"788","CTCF","O",0.0160405191622969
"566","CTCF","O",0.016011649144595
"554","CTCF","O",0.0160062038926879
"1162","CTCF","O",0.0159960335179248
"99","EP300","I",0.0159375654214532
"288","CTCF","O",0.0159370987738229
"660","CTCF","O",0.0159240007221383
"358","CREB1","O",0.0159178117183887
"440","CTCF","O",0.0159024223898445
"616","CTCF","O",0.0158854460428743
"944","CTCF","O",0.0158769787273899
"362","CTCF","O",0.0158691995511842
"710","CTCF","O",0.0158664985593127
"640","CTCF","O",0.0158441970238401
"842","CTCF","O",0.0158419485495214
"1144","CTCF","O",0.0158283032331533
"1156","CTCF","O",0.0158069143818777
"426","CTCF","O",0.0157978165509381
"1220","CTCF","O",0.0157968344171
"450","CTCF","O",0.0157956759767199
"1047","EP300","I",0.0157890749044612
"211","TCF12","I",0.0157713186920831
"378","CTCF","O",0.0157417266637471
"754","CTCF","O",0.0157401522013853
"461","ETS1","I",0.0157340251400441
"572","CTCF","O",0.0157299408660181
"419","SPI1","I",0.0157273311593856
"259","SP1","I",0.0157253187864005
"1092","CTCF","O",0.015715219229328
"706","CREB1","O",0.0157121953996438
"962","HDAC2","O",0.0157107625968016
"533","TCF7L2","I",0.0157042058920585
"434","CTCF","O",0.0156851239933315
"940","CTCF","O",0.0156842288503567
"608","CTCF","O",0.0156759073185121
"486","CTCF","O",0.0156608356988627
"386","CTCF","O",0.0156580704500532
"406","CTCF","O",0.0156334791307605
"416","CTCF","O",0.0156326594313833
"1167","MAX","I",0.0156228699142737
"1186","CTCF","O",0.0156218403917062
"316","CTCF","O",0.0156188043265588
"756","CTCF","O",0.0156085624944167
"308","CTCF","O",0.0155794539805621
"484","CTCF","O",0.0155772765194802
"500","CTCF","O",0.0155746165288487
"877","EP300","I",0.0155655218015925
"360","CTCF","O",0.015563790120307
"867","MAFK","I",0.0155604051971012
"899","CUX1","I",0.0155517786380839
"650","CTCF","O",0.0155444689626123
"332","PRDM1","O",0.0155265302748244
"364","CTCF","O",0.0155262977913438
"63","STAT2","I",0.0155110757978896
"466","CTCF","O",0.0154865442021235
"262","CTCF","O",0.0154735064380715
"876","CTCF","O",0.0154607514709631
"689","HCFC1","I",0.0154516105398657
"154","REST","O",0.015445794289715
"556","CTCF","O",0.0154443396442349
"590","CTCF","O",0.0154419129703537
"634","CTCF","O",0.0154361201676094
"1097","EP300","I",0.0154352733263097
"480","CTCF","O",0.0154149144945676
"886","MYC","O",0.0154060372753389
"999","MAX","I",0.0153997529006058
"822","MYC","O",0.0153913493119318
"1138","CTCF","O",0.0153912739330942
"328","CTCF","O",0.0153902472029887
"1147","MAX","I",0.0153898304721864
"1182","SETDB1","O",0.0153788214309466
"56","ZKSCAN1","O",0.0153787768971323
"341","EP300","I",0.0153590120706542
"98","REST","O",0.0153578454756037
"548","CTCF","O",0.0153536777493334
"502","CTCF","O",0.0153462234357505
"584","CTCF","O",0.0153462234357505
"474","CTCF","O",0.0153329395891983
"87","NFIC","I",0.0153310408956871
"800","CREB1","O",0.0153275353615641
"536","CTCF","O",0.0153233244722392
"413","ETS1","I",0.015321041858345
"116","MAFK","O",0.0152803678618983
"7","RXRA","I",0.0152702019149417
"1209","MAX","I",0.0152672601833751
"159","RELA","I",0.0152591464538347
"831","ARID3A","I",0.015241503193184
"528","MAFK","O",0.0152232153762423
"1233","EP300","I",0.0152216844905843
"509","SETDB1","I",0.0152197076430107
"738","CREB1","O",0.0152018534572285
"438","CTCF","O",0.0151781455990537
"892","MYC","O",0.0151721587435463
"748","CTCF","O",0.0151237737170989
"520","CTCF","O",0.0151186555491168
"1183","MAFK","I",0.0151161094791557
"1087","MAX","I",0.0151026102517943
"59","REST","I",0.0150640344265932
"1006","MYC","O",0.0150636360237904
"325","MAX","I",0.015057356699832
"1227","EP300","I",0.0150205047373317
"578","CTCF","O",0.0150122184925152
"942","CTCF","O",0.0150072515121047
"1179","MAX","I",0.0149970925127783
"396","CTCF","O",0.0149560238467491
"504","CTCF","O",0.0149409069189294
"67","REST","I",0.0149407981933552
"1043","MAX","I",0.0149326954755989
"913","TBL1XR1","I",0.0148722441124765
"1192","MYC","O",0.0148709666539971
"165","CEBPZ","I",0.0148698970646122
"1205","MAX","I",0.0148599789913999
"459","SP1","I",0.0148108481062951
"1101","EP300","I",0.0148076088383357
"1244","MYC","O",0.0148074921985997
"375","SP1","I",0.014772664489367
"169","HDAC2","I",0.0147567649635524
"1196","MYC","O",0.0147077376305347
"832","ARID3A","O",0.0147073145592347
"138","REST","O",0.0147012341804522
"367","EP300","I",0.0146961924563527
"801","MAFK","I",0.0146550926866004
"257","PML","I",0.0146542520564588
"1075","CHD1","I",0.0146357736979386
"827","CHD2","I",0.0146211284991526
"740","MYC","O",0.0145966594372525
"490","CTCF","O",0.0145510670910888
"174","REST","O",0.0145417763282574
"1070","MYC","O",0.0145087806198037
"724","MAFK","O",0.0145011658401879
"1199","TBL1XR1","I",0.0145000447566112
"297","MAX","I",0.0144881032937306
"1236","MYC","O",0.0144874796626562
"758","NFYB","O",0.0144547581308736
"901","MAX","I",0.0144351489392246
"542","MAFK","O",0.0144294814704199
"273","MAX","I",0.0144072180444977
"60","REST","O",0.014405402911916
"1139","TCF7L2","I",0.014404258546367
"233","ZC3H11A","I",0.0143801632573242
"79","SREBF2","I",0.0143605714894938
"276","MAFK","O",0.0143515662395556
"155","IRF3","I",0.0143487940141218
"881","POLR2A","I",0.0143299476128917
"749","CHD2","I",0.0143284455431274
"389","MAX","I",0.014306733809925
"665","SP1","I",0.0142827045237953
"68","REST","O",0.0142690823462705
"670","MAZ","O",0.0142611730044871
"242","CREB1","O",0.0142459210498952
"471","PML","I",0.0142344842972544
"83","SREBF1","I",0.0142244837187082
"417","KDM5B","I",0.0142045510233123
"110","REST","O",0.0141997209095863
"84","SREBF1","O",0.0141664352104359
"1037","POLR2A","I",0.0141350142702103
"1103","POLR2A","I",0.0141025016769697
"873","USF2","I",0.0141008755009945
"619","IRF3","I",0.0140980594044338
"835","USF2","I",0.0140958387401581
"151","CREB1","I",0.0140896483993562
"153","REST","I",0.0140777815211952
"883","TCF7L2","I",0.0140691364901875
"946","MYC","O",0.0140567140930776
"391","SP4","I",0.0140558223053573
"560","NFYB","O",0.0140340628069132
"21","ZEB1","I",0.0140242170244544
"850","ARID3A","O",0.0140026725655645
"32","MAFK","O",0.013994413847715
"51","NR3C1","I",0.0139615501124639
"82","TCF12","O",0.0139552040286793
"209","TCF12","I",0.013942323634572
"289","RELA","I",0.0139370223065172
"1060","HCFC1","O",0.0139110728594877
"29","REST","I",0.0138951485948192
"994","MAZ","O",0.0138820279930186
"349","TCF3","I",0.0138705659834864
"951","RELA","I",0.0138659280874181
"309","POLR2A","I",0.0138599330134781
"469","TAF7","I",0.0138557344834704
"773","NCOR1","I",0.0138531723018481
"909","POLR2A","I",0.0138334734964634
"1084","MYC","O",0.0137483090539754
"494","MAZ","O",0.0137336167824359
